authorDisplayName,textDisplay
@user2345,Momen bonus demografi harus disadari dan dimanfaatkan sebaik mungkin. Maka harus dipersiapkan sejak dini. Terima kasih Mas Gibran.
@user2346,Mantap mas Gibran… Semangat Mas🎉🎉🎉
@user2347,Jauhkan kami dari pemimpin yang kekanak-kanakan...Ammiin
@user2348,pak? beli like atau gimana nih? plus kosongnya natural kali pas salut
@user2349,Like pun di beli kayanya
@user2350,"Apa cuman ane atau subs nya ikutan naik drastis? Sebelumnya 89k, ini dah hampir 100k subs. Jangan² pake..."
@user2351,Udah pasti
@user2352,jadi intinya apa? masa cuman njelasin definisi doang :(((((
@user2353,Kemari cuma mau dislike doank😂
@user2354,Percaya gitu sama orang yang dicariin kerja sama bapaknya?
@user2355,Bonus mahkamah konstitusi
@user2356,"Haduh mas Wapress,, <br>Kayak tidak ada orang yg kompeten aja..<br>Parah parah negara Konoha ini,,"
@user2357,"pak wapres, bagus sadar kita ada bonus demografi tapi AI bisa jadi memmbuat bonus demografi suatu negara malah jadi bencana, sekarang aja udah ada pabrik2 yang full otomatis robot, mobil tanpa supir, humanoid robot, robot perang, robot serangga, Costumer Service robot, dst....yang jadi tantangan ialah mau seperti diapakan bonus demografi,<br>selain kelebihan kita jg harus mengenali kekurangan2 kita beserta risikonya untuk kemudian diambil kebijakan terbaik."
@user2358,gausah ngomongin penenta penentu kalo masih kasihan sama keluarga koruptor penikmat duit haram. dikira Indonesia cuman tentang penguasa? Indonesia itu tentang rakyat juga. Indonesia sudah maju dari dulu kalo tidak memelihara tikus
@user2359,Mantap mas gibran
@user2360,Kosong
@user2361,mas yg divideo ini mukanya mirip kaya fufufafa
@user2362,apa cuma gua doang yg kesini cuma buat ngasih dislike... :v
@user2363,"Ayo.. Anak banteng, anak abah.. Serang lah dengan komentar negatif sampai 5 tahun ke depan, biar kita tau kekuatan kalian."
@user2364,"Ini editornya tau banget kalo gibran baik visual dan verbalnya gak menarik, jadi ditimpa ini itu, vidionya dibikin estetik.<br><br>Padahal atulah fokus aja dia ngomongin apa sih."
@user2365,"Yang like 124rb itu robot semua😂,kenyakan yang dari manusia dislike"
@user2366,Bonus apa mas saya kerja kontrak entek
@user2367,"Lu punya rasa malu gak si, plisss lah sadar dong"
@user2368,Semoga gibran planga plongo segera dicopot dari wapres.amin amin allahuma amin
@user2369,👎👎👎👎
@user2370,"Buka videonya baru detik pertama langsung aku pause, lanjut baca koment 😂🤣😂🤣😂🤣<br>Gak perlu diputar videonya nanti keenakan dia dpt durasi nonton yg lama dr viewer 😂"
@user2371,Rakyat tertib pajak<br>Pejabat minim korup<br><br>Semoga Indonesia bisa 🤲🙏💐
@user2372,"Liat aja komennya, bisa²nya ada survei 80% masyarakat indonesia bilang &quot;puas&quot; . Ngadi²!"
@user2373,"kok like nya banyak si, sewa buzzer kah?😢"
@user2374,"anjir lhu gak malu bran, jadi wapres karna campur tangan bapaklu, dan faktanya elu aja begok kosong banget otaklu"
@user2375,Ini lebih kearah ke vidio motivasi si
@user2376,"Syarat jd wapres ga harus cerdas , hebat, dn berakhlak toh🤭"
@user2377,Mantap Pak Gibran. Semoga kelak Pak Gibran terpilih menjadi Presiden Suriname..
@user2378,Saya kesini cuma mau ngasih dislike 🎉
@user2379,"dislike.<br>kalo cuma begini doang, ade gw yang sma juga bisa.<br>cuma ngapalin selama 6 menit.<br><br>eh jangan2 baca prompter ya ?????"
@user2380,"Keren, suwun mas Gibran inspirasinya"
@user2381,Apa ini? Sampah😂
@user2382,"kau bilang kita harus bersatulah, kerjasamalah, kolaborasilah, lah yang bikin kita terpecah padahal salah satunya karena kalian loh (pemerintah). bikin kebijakan yg bener ama urus bawahan lu dulu noh, baru ngomong<br><br>pemerintah kok yapping doang bisanya CUAKKSSSS...."
@user2383,Indonesia negri yang lucu
@user2384,"Bagaimanapun anda adalah wakil president prabowo.. Dan Wakil president Republic Indonesia.ini fakta. Bila ada yang tidak suka mulailah dengan memperbaiki diri, mengembangkan potensi dan jadilah orang yang berguna."
@user2385,Si penghancur indonesia. Gobron al fufufafaq
@user2386,"Lanjutkan Pak Wapres. Soal ada yg suka dan tdk suka, itu UJIAN. yang penting untuk kepentingan rakyat, kami dukung. Resiko jadi pemimpin. Lanjutkan."
@user2387,pembicaraan yg di bicarakan kosong semua begini
@user2388,Tahun 2025 Indonesia di kelola sama rezim ODGJ mulai dari presiden wapres kabinet hakim penegak hukum dan semuanya sableng
@user2389,Dislike nya berapa?
@user2390,Twapres bgkn tong kosong nyaring bunyinya  mbel gedes
@user2391,Tapi rusak....hancur negri ini...gara&quot;di wakili pemimpin seperti anda.😂😂
@user2392,Tenang udah dibantu dislike😢
@user2393,Iki wong edan yang digaji duit rakyat yaa
@user2394,😴😴
@user2395,"Bran, mbok sekali -kali bikin acara di kampus2, bikin seminar kek opo gawe acara diskusi sama mahasiswa,Ben awakmu Kuwi di gaji rakyat Ono gunane sitek.😂😂😂😂"
@user2396,"O, oN"
@user2397,Kosong
@user2398,OTAK UDANG
@user2399,info dong beli like dimana? kok bisa ga kedetek sama sistemnya yt?
@user2400,Males nonton wapres yg satu ini
@user2401,"Orang sakit hati penuh iri dan dengki, kumpul di sini"
@user2402,"Ya Allah kasihannya saya ini, punya RI 2 anak baru melek dan kacangan<br>Makannya belajar dulu gibran <br>Jangan keburu nafsu, kau turuti mbok dan bapakmu sementara berkomunikasi saja dengan rakyat bisa disaat menjabat sebagai walikota solo kelihatan sangat tidak lues, kaku dan lisannya kelu<br>Demi ambisi mbokmu yg balas dendam ke mak banteng dan demi menyruti mafia yg telah memperkaya kelurga besar bapak dan ibumu, kau kirbankan bangsa ini, inalilahi"
@user2403,"bentar.. anda tau yg anda sampaikan itu apa maksud &amp; tujuannya??  fahami dulu, biar klo ada yang nanya jadi ga bingung, mikir lama &amp; ga gelagapan.."
@user2404,so asik banget buat konten begibni vuvuvava
@user2405,sedang mencari komen dimsk
@user2406,Mukamu le le
@user2407,Halah halah.
@user2408,"Apakah ini ancang- ancang mau nyapres..? <br>Sebenarnya masih banyak yang lebih kompteten dan lebih berpengalaman serta lebih cukup umur untuk mengisi posisi wapres, cuma karena UUD yang diperkosa makanya bisa nyapres.. <br>Elon musk saja khawatir tentang AI, kalau bapak sih yakin saya otaknya belum sampe kesitu.. 😂😂😂<br>Udah pak lebih baik legowo aja, jangan rakus dan jangan serakah.. <br>Biarlah orang- orang mampu dan yang lebih senior aja yang memimpin negara ini.. <br>Gimana mau maju negara kita kalau skill bapak baru sampai tingkat daerah.. <br>Walikota saja tidak sampai 2 periode.. <br>Gimana mau menghadapi negara lain?"
@user2409,Anak yang dimanjain ortunya. Ga perlu peras keringat bisa begini...anjir.
@user2410,Prestasi teman saya kok anda yang pamer di yutup sendiri?
@user2411,"Sejuta kali Pak Prabowo bilang bahwa beliau yg meminta Mas Gibran untuk mendampingi beliau melalui Pak Jokowi, maka sepuluh juta kali golongan pembenci akan makin kepanasan. Mereka ada yg ingin tapi tidak bisa. Hinaan &amp; cacian itu sebenarnya adalah refleksi diri sendiri. Memang tidak mudah menata negeri ini. Terlebih Pendeta Daud Tony pernah berkata bahwa roh perpecahan sedang disebarkan. Semangatlah Mas Gibran, selama pengabdian Panjenengan tulus, maka Gusti Allah mboten sare. Indonesia harus berubah melalui anak2 muda yg mau bekerja keras bukan anak2 muda yg terpapar judi online dan anak2 muda yg terperangkap gaya hidup hedon."
@user2412,Maju dan selalu Rendah hati pak Wapres
@user2413,"Hebat !! Di hina tak tumbang, dipuji tak mungkin"
@user2414,Mana ini yang ngebela gibran.. Aduhhh 😂😂😂 wapres abal abal
@user2415,"Cok dia sebut kolaborasi utk bangun indonesia (ketawa sun god nikka), gmn mau ngasi impact/kerja buat negara kalo lawannya ordal cokk wkwk"
@user2416,Mas wapres ganti ama ayam aja bisa ga lebih bermanfaat bisa ngasih telor 😂
@user2417,Kenapa sekelas wapres punya YouTube gak bisa di dislike.. Pengecutt 😂😂😂
@user2418,Gw lebih sudi klo uang gw dipake buat sabung ayam drpd buat bayar buzzer
@user2419,"Udah mas udah, lebih bijak ngundurin diri dah"
@user2420,Lu ga ngerti krn gedenya bonus demografi ini sengsara coi.. Lapangan kerja ga ada.. Perusahaan seenaknya memperlakukan calon karyawannya. <br>Cari kerja ya susah
@user2421,"<a href=""http://www.youtube.com/results?search_query=%23gibra"">#gibra</a> babi"
@user2422,"<a href=""http://www.youtube.com/results?search_query=%23gibra"">#gibra</a> babi"
@user2423,"Apakah konten video ini, utk membuat gaduh netizen utk spy pengalihan pmbahasan kasus2 korupsi, ruu TNI,dll..yg sedang marak trjadi, mnjadi teralihkan dan akhirya terabaikan org bnyak bgitu saja.."
@user2424,Tumben lancar.
@user2425,"baca skrip di depan keknya, beberapa menit sebelum take juga kayaknya minta buatin ke AI scriptnya😂"
@user2426,Emang lu ngarti?
@user2427,"Wkwk nungguin sampean ngejelasin ga ada semangat2 nya mas, ktnya ini potensi besar tpi baca text nya gitu 😅"
@user2428,Biasa baca komik ini malah ngomong soal ekonomi kan kagak nyambung😂😂
@user2429,Tolollllllllllllllllllllllllllllllllllllllllllllll
@user2430,Sok sokan ngedukung jumbo tpi iklan pake AI
@user2431,Saya dukung gibran.. Biarlah waktu yg akan mnjawab😊
@user2432,JADI YT BER AJA JANGAN WAPRES
@user2433,Saya mau mandi di hotel
@user2434,"Sebenarnya jujur aja saya bingung kenapa ini video banyak yang hujat, kayanya inti video ini tu niatnya buat menginspirasi gitu deh, tok itu aja, kitanya aja yang banyak ekspektasi ke beliau ini, andaikan beliau nukan wapres, misalnya ini video tugas sekolah anak sma, video ini cukup bagus si"
@user2435,jumlah dislikenya didisable. Heheheheh
@user2436,"Isi videonya motivasi untuk anak muda agar selalu bergerak maju dan membangun bangsa, isi komen pesimis dan penuh kebencian. Potret masyarakat indonesia yang selalu merendahkan dan merasa diri paling benar, sangat mudah si giring oleh elit serta tidak bisa menilai secara objektif 😂"
@user2437,"Mas Ferry Irwandi keren donk, monolog panjang tanpa text hanya 1 kali shoot isinya berbobot banget. Kamu wapres cuma bisa seperti itu...? bahkan beliau 4 tahun lebih muda dari kamu."
@user2438,Coba diskusikan di kampus berani gak. Jgn cuma monolog. Paling gak tau apa2 sm yg dibahas😅
@user2439,"Anjing menggonggong kafilah tetap berlalu, Anjing pembenci menggonggong Gibran terus melaju 😊😊😊😊😊<br>Lanjutkan mas.....<br>Pembenci mah, pasti akan MATI Sendiri 😊"
@user2440,disklaimer : gua klik video ini hanya untuk mendislike dan melihat komen. wkwkwkwkwk . Wapres pembuat malu Indonesia sepanjang masa
@user2441,"Wapres plonga plongo gak guna, mending si gibran di ganti AI aja"
@user2442,Keliatan sekali aura kebodohannya 😢😢
@user2443,Liang tai
@user2444,Datang kesini cuma bantu support pencet dislike doang. Wkwkwkwk
@user2445,"Sebenarnya saya nggak peduli dengan apa yang wakil presiden kita bicarakan, saya cuma numpang mampir disini untuk memberikan dislike 👎 Alhamdulillah, ya, sesuatu..."
@user2446,Cape nge like in komennya
@user2447,Sehat semangat wapresku❤doa terbaik dari rakyat yg mencitai kerja mas wapres❤abaikan yg tdk penting
@user2448,Apa tak malu di bully se Indonesia om. ? 😂😂😂😂
@user2449,Mungkinkah dia ga baca kolom komentar 😀<br>Soalnya semua hanya bully an
@user2450,"Menurut saya aneh pak Wapres, anak muda diminta untuk bertanggung jawab terhadap hasil dari bonus demografi tapi seberpa banyak anak muda yang dilibatkan dalam peran untuk memaksimalkan bonus demografi ini?<br><br>Kan gak make sense , kita diminta bertanggung jawab terhadap apa yang tidak pernah kita perbuat. Makanya menurut saya mulai dari sekarang atur strategi agar anak muda yang mulai melakukan eksekusi terhadap berbagai sektor, kasih kesempatan anak muda supaya nanti bisa ditagih &#39;mana hasilnya&#39;."
@user2451,Ni sebenarnya bagus...<br>Cuma momennya yg tidak pas..<br>Bangun tidur.belum ngopi.belum sikat gigi...<br>Bicara di tumpuk dn kayak ngigau...<br>Jangkrik bos.ajur ajur ajur...
@user2452,Anjing Menggonggong <br>Kafilah TETAP BERLALU 🔥🔥
@user2453,cuuuhhh
@user2454,Mirip bulldog
@user2455,Bacot
@user2456,Alasan orang membenci keluarga jokowi karena para pembenci itu sudah hitung-hitung bakalan sampai 2050 nanti mereka akan bertarung lawan jan etes😂
@user2457,"Bagi warga RT 16 /RW 24 mendengar nama Keluarga   Jokowi langsung kerasukan setan. <br>Mas Gibran senyum saja,  mereka langsung sesak napas😂😂<br><br>Aneh memang."
@user2458,keliatan bacanya tuh mata wkwk
@user2459,"kalo bapakmu ga masuk gorong-gorong, anda hanya menjadi mas-mas biasa."
@user2460,Samsull sadar diri lah lu ga pantes jadi wapres hadeuuuh
@user2461,Ehhh samsulll gue kesini jg mau nambahin dislike sorry video lu gua pause
@user2462,Terbaik
@user2463,"Gue tantang lu bicara di kampus ,jngan baca teka sull"
@user2464,Ehhh samsulll lu baca teks lancar ngomong tapi aura kosong lu ga bisa ditutupi
@user2465,Baca komen sambil pause 😅
@user2466,jangan menyerah ayo bersama2 wujudkan indonesia emas 2045 bersama pemerintahan prabowo gibran
@user2467,"Mas Gibran sebenarnya saya dan kita kasian sama kamu, kamu di usia sekarang harus menanggung tanggung jawab besar, saya yakin sih kamu juga ingin seperti orang 2 yang punya citra  yang baik di mata orang, alasan banyak masyarakat yang menghujat kamu dan ingin menjatuhkan posisi kamu, dan saya tau bahwasanya kamu menjadi wapres itu keren desakan orang terdekat. Belajar lah untuk menolak dan menentang keinginan yang tidak ingin kamu jalani. Kehidupan yang tenang bersama keluarga tinggal di tempat yang nyaman bersama orang 2 yang peduli dengan mu. Jangan mau di hasut oleh orang yang penjilat.  Sehat selalu. Dengar kan masukan masyarakat , kita masyarakat mencela kamu bukan karena benci. Tapi kami sayang, kamu harus optimis, jangan mau tunduk dan mengikuti keinginan orang . Ikuti kata hati mu"
@user2468,Tau g kenapa videonya full editing? Yapss karena pas take videonya sambil baca teks😂
@user2469,"Wah mas wapres berwawasan luas saya baru dgr bonus demografi, apa itu makna bonus demografi mas wapres, oh terjadi hanya sekali dalam sejarah di masa depan nanti utk usia produktif 😮 semoga saya juga bisa merasakan masa itu Amin 🤲Indonesia maju Indonesia jaya rakyat Indonesia sejahtera Amin 🤲 oh saya sdh membaca nya dan mempelajari sedikit mas wapres bonus demografi itu ketika usia produktif lebih byk 70% usia 15-60 thn dibanding usia non produktif 30% seperti anak-anak dan lansia fenomena ini terjadi ketika angka kelahiran menurun, sementara harapan hidup dan kualitas hidup masyarakat meningkat, generasi muda memiliki kompetensi, kreativitas dan inovasi yg tinggi , kelompok produktif ini bisa membawa keuntungan bagi perekonomian suatu wilayah 😮, siapkah anak muda usia produktif menyambut generasi emas 2045 🤲🤲👏🙌🤟"
@user2470,Yang tidak milih beliau saat cawapres mana 👍🏻nya?
@user2471,Gueh mending mas anies
@user2472,gen z yang milih di iming2 oke gas oke gas😂
@user2473,Jijik
@user2474,"kami ini 53%, luu yah paling kalau bukan yg low bat 16% yahh kelompok omdo tapi ga bisa kerjanya si anies gabener"
@user2475,"Saya golput , krn gk ada yg bener calonnya  , dan saya nggk nyesel"
@user2476,Sampe beli like loh ya ternak&quot; 😂😂😂
@user2477,Fufufafa kapan bertobat
@user2478,👍👍👍🙏🇮🇩🇮🇩🇮🇩❤️❤️❤️
@user2479,"bang fufufafa tdk tau malu, malah buat youtube wkwk"
@user2480,"Terus SEMANGAT 💪 membangun negeri, ACUHKAN nyinyiran para PEMBENCI 🤮"
@user2481,Wapres hasil penghianatan lrawat paman MK
@user2482,"Capek2 bikin vidio, edit sana edit sini.<br>Udah ngerasa paling keren.<br>Eeeh bukannya di puji malah banjir hujatan.....😂😂"
@user2483,Di luar akal sehat beliau ini
@user2484,pemuja nya pada kmn ya??<br>nongol dong😂😂😂<br>ada nasi bungkus nih
@user2485,"mas Gibran, dulu aku mendukungmu ugal ugalan pas pilpres, sekrang aku nyesel poulll . semua janji pilpress ga sesuai fakta, padahal belum setahun resmi menjabat"
@user2486,6 menit 19 detik waktu gue terbuang sia-sia nonton video ini
@user2487,"Mas Gibran kayaknya harus belajar lagi soal AI, apalagi di negara kita yang perlindungan IP-nya masih rendah. Bahkan di banyak negara maju, AI masih dibiarkan &#39;belajar&#39; menggunakan data hasil kerja orang lain tanpa lisensi apapun. Memberi pujian terhadap Jumbo lalu mengatakan manusia tanpa AI akan kalah dengan manusia menggunakan AI adalah 2 hal yang sangat bertentangan."
@user2488,Kosong Nol
@user2489,"Pengaruh orang tua aja, sombong"
@user2490,"😂😂😂, aiaiaiaiaiaiaiai...."
@user2491,Kok tombol dislike ny udah ngk kliatan saya yg termasuk dislike wkwkw
@user2492,"1 detik masuk ini video, gw mute, gw dislike, terus gw like haternya wkwkwk"
@user2493,anjaiii mengongong
@user2494,Harusnya malu ni bocah !
@user2495,dasar nepotisme!
@user2496,Bahkan dari pp channel nya aja sama anjg
@user2497,Hehehe.. kalau kerja aja dicariin Bapak ngomong ttg peran generasi muda ya gmn yah 😅
@user2498,Ga guna
@user2499,"Mantap Waores RI Gibran Rakabuming Raka👍 🇲🇨 <a href=""http://www.youtube.com/results?search_query=%23indonesiahebat"">#IndonesiaHebat</a>  <a href=""http://www.youtube.com/results?search_query=%23indonesiaemas2045"">#IndonesiaEmas2045</a><br><a href=""http://www.youtube.com/results?search_query=%23prabowogibran"">#PrabowoGibran</a>"
@user2500,ditanya masyarakat aja jawabnya seadanya tidak memuaskan sama sekali
@user2501,Persis kek bapak nya.😂
@user2502,🤲🇲🇨
@user2503,Anda memalakukan banget fufufafa.
@user2504,Apa cuma gwej yang gak bisa buka reply komen?
@user2505,Sangat kompeten sekali beliau ini. Terima kasih pak SBY
@user2506,Sangsi sosial ini akan terus berlanjut
@user2507,Tegang bgt kek kena begal mas
@user2508,GILIRAN DILENGSERKAN.....horeeeeeeee<br>Dislike ajalah
@user2509,MASIH PAKAI PROMTER?
@user2510,Faktor penentunya di kita semua😂😂.. ya negara mefasilitasii lah...
@user2511,Full dislike 😂
@user2512,Tombol dislike jangan disembunyikan... Endak supportif dong
@user2513,Rakyat indonesia muak sama muke lu ...
@user2514,bit karbit😂
@user2515,udah yappingnya?
@user2516,Duit hasil dari pajak rakyat di pake buat bot Like ❤💔🎉🥀
@user2517,Buzzermu kalah
@user2518,gw rasa orng pada nonton bukan krna suk kontennya. tapi krna pengen buka komentarnya aja wkwkkw. klo bisa sklian ngata2in mas2 yg gk tau malu ini 😂
@user2519,Daripada dihujat lebih baik mundur bran 😂
@user2520,Ganti saja wapresnya pake AI . Ga guna 😂
@user2521,Adu domba
@user2522,Malu woy
@user2523,Boleh ga sih sya bantu dislike..
@user2524,bnyak anak anak muda penganguarn<br>Menuju indonesia nganggur
@user2525,Manusia full gimick 💩
@user2526,"Tetap semangat dan jangan pedulikan orang-orang negatif. Anjuran positif malah direspon negatif ya cuma orang ga sehat aja yg begitu. Biasanya org2 minim kemampuan lebih banyak berisiknya dan ocehan jeleknya ketimbang berkarya. Kemampuan cuma sebatas cari nafkah sendiri aja ocehan sdh pada selangit, sok ulta ulti.... RECEHAN kalian semua yg komen jelek.. sejelek hati dan pikiran kalian. Anehnya disini banyak Laki2 tapi komentar nyinyirnya kaya emak2 ga bermutu.  Ganti pakai ROK KALIAN SEMUA sama DASTER."
@user2527,Begitulah kelakuan beban negara yg ga banyak kemampuan selain mengeluh dan jadi beban negara mbak.
@user2528,"Anjuran positif??ni orang ntah darimana tiba tiba numpang tenar ke film jumbo,tiba tiba beralih ke ai, konteks ngomong aja ga jelas,style video ngejiplak Ferry Irwandy,semuanya yg dibicarain gaada yg nyambung,kemaren kemaren buat animasi pake ai trus sekarang tiba tiba ngedukung animator indo,SEKELAS WAKIL PRESIDEN  LEBIH MANFAATIN AI KETIMBANG MAKE SUMBER DAYANYA SENDIRI BUAT NYURUH EDITOR BIKIN ANIMASI,CUIH CUIHHH,KEPILIH GEGARA NYALAHIN KONSTITUSI AJA DIDUKUNG"
@user2529,"@ pelan-pelan boss, ga usah emosi, sampe salah gitu responnya 😁😁.  Justru Ferry Irwandi bikin video setelah Gibran sebagai respon. Liat waktu postingannyalah sebelum marah2.  Ferry menjabarkan dan mngkritik dengan sangat baik, ga ada masalah dan layak jadi koreksi dan masukkan tapi Ferry sendiri mengapresiasi sikap Gibran dan ga mneyalahkan semuanya salah. Nyimak detil dan paham omongannya ferry ngga? Dua pihak yg harus kerja itu rakyat alias generasi muda sama pemerintah yg support. Ai dll itu semua ada porsinya, gw juga editor kok, gw pake ai buat bantu kerjaan gw dan emang itu tujuan ai, salahnya dimana? Ada omongan gibran pernah nyuruh orang semua pakai ai buat gantiin pekerja? Kalau mahamin pesan orang udh dengan emosi, sikap ga suka apalagi benci,  diomongin sebaik apa juga salah semua. Ferry udh kasih contoh kritik dan masukan yg baik itu kaya apa, bukan cuma caci maki cuah cuih doang. Orang yg emang cerdas, emosinya juga bagus, semua dipikirin baik2 dan ga reaksional. Sebelum ngehujat dan menghina orang lain mending coba bercermin dulu, kapasitas diri sendiri dulu."
@user2530,PARAH LIKE KOK TURUN...INI PASTI BELI 😂😂😂
@user2531,Kok gak ada yang komen atau kritik pendapat gibran. Yang ada komen-komen yang gak ada hubungannya dengan opini gibran.
@user2532,"karena pendapatnya based on GPT/script yang di bikin orang lain anyway, jadi buat apa?"
@user2533,"Wapres kok pake bot like,gatau malu bgt"
@user2534,Salut pak Gibran menjadi contoh dan dan panutan bagi kita generasi muda dengan adanya canel bapak dapat meransang generasi muda Indonesia lebih mandiri dan tangguh menghadapi tantangan di era globalisasi 🙏🙏
@user2535,Peler
@user2536,&quot;wakil indonesia&quot; ahh moment
@user2537,Ganyang fufufa
@user2538,Pak gibran sehat selalu❤
@user2539,"Setuju pak Gibran terus maju demi bangsa dan negara,,, indahkan kritik kritik dari luar salam dari Maluku utara❤❤🙏🙏💪💪"
@user2540,Desmit
@user2541,Wik wok the tok not onle tok the tok😂
@user2542,Kosep videonya ngikutin konsep Raymon Chin. Tapi hostnya beda jauh. 😅😅😅
@user2543,Dislike ah
@user2544,"Semangat mas Gibran..., hatersnya hanya Bot2 sewaan Partai kalah Pemilu, Anda terpilih jd Wapres karena ada kami dr puluhan juta org yg percaya bahwa anda pemimpin masa depan."
@user2545,"Pala lu,bayangin nih animator cape cape bikin animasi,ngedit sendiri,gambar sendiri,ehh wakil presidennya malah menjunjung tinggi ai sampe sampe make ai buat animasi,sekelas wakil presiden aja masa gabisa nyewa editor,bisa bisanya loh make ai,cuih cuih, kepilih gegara nyalahin konstitusi aja bangga"
@user2546,Ada yang tau ini siapa?
@user2547,anda ga tau? Kasihan sekali. Baru dikeluarin dari kardus ya mas?
@user2548,@andrey_9890  baru bangun boss
@user2549,"Emosi Netizen udah dapet, tinggal emosi Editor nya aja ini mah 😆"
@user2550,"makanye, kalo masih awam jan so so an jadi wakil presiden 😂😂, keliatan banget kan kosong nya"
@user2551,Ganti ai aja mas Gibran nya 🗿👍
@user2552,mending mundur lu
@user2553,Gas terus mas Wapres.<br>Mereka yang ngehujat merasakan kebijakanmu tetapi berpura-pura tidak merasakan.
@user2554,Emang doi udah bikin kebijakan apa sih selama sekian bulan masa jabatannya?
@user2555,"nyantai aja napa bang mukanya, tegang amat 😅"
@user2556,Klo diwawancara terbuka ha ho ha ho sambil nyengir tanpa isi yg mewakilkan jawaban dr seorang wapres.. Ini ma tinggal duduk baca doang🤣
@user2557,Keren Mas Wapres....
@user2558,OMKE GAS OMKE GAS AYO KITA ANTRI GAS.
@user2559,Bonus paklik kasman 🤦🤦
@user2560,wapres gendeng
@user2561,Tidak ada yang salah dgn video ini. Yang salah adalah bagaimana dia ada di posisi saat ini...
@user2562,"iya, emang kacau dah indonesia ini."
@user2563,"kok bagaimana..!! dia kan di pilih rakyat, anda lupa apa tidak terima..?"
@user2564,Kelazz
@user2565,Rakyat milih prabowo bukan gibran. Itu jdi Wapres juga karna babanyah..hadeuhh​@@Misbakhrudin11
@user2566,"kasian yg kalah pemilu kemarin, kenapa ga bisa move on mas? ga kebagian proyek atau lahan korupsimu berkurang yah?"
@user2567,2025 Indonesia memiliki presiden dan wakil presiden sableng 2030 akan lebih parah banget kalau rezim Konoha tidak di adili
@user2568,OmKe Gass
@user2569,"PEMILU TELAH SELESAI, TAPI BUZZER MATANIES DAN MATANJAR MASIH BERKELIARAN😂😂"
@user2570,gara gara chanel bung hersubeno arif saya ngabisin waktu lumayan banyak bacain komen disini 😅😅
@user2571,konten gak mutu
@user2572,penonton yg ga berkualitas
@user2573,@ wapres planga plongo di dukung
@user2574,Apa gak malu di cariin pekerja an sama bapak nya. Malu malu.
@user2575,Munafik semua siapa ya yang kemarin milih ni orang ampe hina capres cawapres lain sekarang Kok pada hina dia😂
@user2576,Emg ada yang kuat liat videonya sampe abis?
@user2577,"Saya yakin akan banyak anak muda yg cerdas dan berakhlak tinggi menjadi sadar hal penting dalam mensejahterakan serta memajukan rakyat Indonesia, dari menonton video yg cerdas ini."
@user2578,99% komen negatif
@user2579,Lumayan menghibur
@user2580,😂🤣😅
@user2581,Muka datar +tegang kayaknya......
@user2582,"Mantap pemuda ini , cerdas pintar dan berkualitas bangga indonesia punya peminpin muda ,mudah2N indo jadi negara kerajaan yang di pimpin mulyono dan keturunan nya jadi presiden semua , ayo kita sumbangkan uang kita untuk keluaga ini supaya sejahtera sudah terwakili mas gibran pasti utusan tuhan untuk mensejahterakan indonesia ,jangan main2 ke raja jawa ini , --&gt; tekan jempol terbalik untuk argumen saya dengan logika terbalik  yang setuju 🤭"
@user2583,"Bubar bubar, ngapain dimari, pergi Sono 😂, jgn lupa di share ya di grup wa keluarga masing2, sambil nyinyir, biar tau siapa saja yg seirama bencinya🤭"
@user2584,Lo aja masih dicariin kerja sama bapak lo 😂
@user2585,Gibran...pemimpin masa depan Indonesia ... gak salah saya pilih anda...Maju Terus!
@user2586,Pajak kita dipakai buat bot like 😢
@user2587,"Bonus demografi apaan? Bencana demografi iya, gara2 kowe. Gibran jancuk"
@user2588,"Semoga mendapat Hidayah, Aamiin"
@user2589,Cermin literasi kita rendah adalah mengomentari siapa yang ngomong buka apa yang diomongkan. Persis yang disampaikan Ali Bin Abi Thalib. Semoga kita senantiasa dilapangkan pada jalan kebajikan. Terima kasih Mas Gibran telah memberikan pencerahan
@user2590,FUFUFAFA BLO&#39;ON
@user2591,beneran ada ya ternyata jasa bot yg bisa dibayar utk komen sesuai pesanan  😄
@user2592,Gibran adalah calon presiden 2029 - 2034
@user2593,"Bonus demografi harus dibarengi dengan kerja keras untuk membangun sistem birokrasi yang baik dan sehat,  infrastruktur yang baik dan indeks SDM yang baik dan berkwalitas"
@user2594,Kualitas intelektual anda sangat tidak pantas menjadi wakil president
@user2595,"Mantap Gibran ,maju terus ,Indonesia maju di tanganmu.amin"
@user2596,"Yang dislike dan komen negatif hanya warga RT24 dan 16, sumpel.... dan buat yang menghina2, harap dimaklumin, sakit hati kalah itu emang sebegitu memyakitkannya, hamya membuktikan, kebencian adalah awal mula kegilaan 😝🤣🤣🤣"
@user2597,Maju terus mas Gibran. Tinggalkan manusia dungu ngaku sok pinter dgn konten2 yg mencerahkan anak bangsa
@user2598,Otak dan hati anak2 Abah dan ternak kebo memang agak lain dr manusia normal pada umumnya 😂😂😂
@user2599,ISINYA APA COOOY? DNGERIN GD ISINYA SMA SEKALI JIR😂
@user2600,"Ya krna otak lu ga bs cerba 😂😂 ,, biasa nntonny tiktok joget x"
@user2601,@KijuoBune  AKWOWK DIBAYAR BRP BROO? EMG GD ISINYA NIH KONTENN😹😹
@user2602,beban demografi bicara bonus demografi
@user2603,Video ini boleh dilaporin ke Youtube dengan alasan &quot;Konten kekerasan atau menjijikan.&quot; gak sih?
